sex,Age,Married,Number_children,education_level,total_members,gained_asset,durable_asset,save_asset,living_expenses,other_expenses,incoming_salary,incoming_own_farm,incoming_business,incoming_no_business,incoming_agricultural,farm_expenses,labor_primary,lasting_investment,no_lasting_investmen
1,40,1,3,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,59,1,6,12,8,5184104,26905823,23399979,28961128,21220366,0,1,0,0,8701684,3994945,0,81949933,22038929.0
1,28,1,6,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,6,7,8,17389250,23340622,23399979,66730708,18602944,0,0,0,1,35731706,76191714,0,30956879,38759755.64228355
1,23,1,2,7,4,79012664,23283639,23399979,72413871,69373332,0,0,0,0,10603343,49754915,0,83609782,24312315.003303416
1,19,1,2,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,4,9,6,40967316,22861940,43729588,26692283,46925034,0,0,1,1,26692283,22243568,0,59792566,22910875.0
1,22,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,0,5,8,7,82736100,17515058,23399979,3404363,25810099,0,0,0,1,29829263,31252231,0,18999367,20176768.751279358
1,19,1,1,10,3,28912201,19218443,23399979,20019212,49727722,0,1,0,0,30028818,40038424,0,23230739,44843035.0
1,44,1,6,9,8,11668919,86803307,23399979,53384566,96092224,0,1,0,1,2535767,19129471,0,2118205,1258986.0
1,21,1,2,10,4,28912201,24407423,23399979,12011528,26505438,0,0,0,0,1040999,85014915,0,27843167,85014915.0
1,17,1,1,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,1,11,3,62787634,1470211,23399979,70067244,24983976,1,0,0,0,72069163,8408069,1,78290515,41413078.0
1,22,1,0,10,2,28912201,16015369,23399979,53384566,65663018,1,0,0,1,53384566,44487137,1,16015369,11121784.0
1,22,0,3,9,6,19393605,4524530,96725841,46542112,22013994,0,0,0,1,93567589,20348137,0,23537440,14235329.101835672
1,23,1,2,11,4,27326675,55423468,23399979,22593749,11792938,0,0,0,0,23289008,43460555,0,74467418,17428203.00292385
1,35,1,5,7,7,73662476,19490706,3203074,52049952,19186413,1,0,0,0,51249185,42707652,1,27449524,45109959.0
1,27,1,2,10,4,52667108,19698904,49647648,397715,44042267,0,1,0,1,22288055,18751329,0,7781123,69219765.0
1,30,0,5,9,7,25045286,65450966,15731848,79079507,94984674,0,0,0,0,24399648,25668492,0,83308945,35007419.19439115
1,22,1,2,9,4,41303146,72069168,48046108,14680755,95131302,0,1,0,0,26692283,68955064,0,16942612,60713821.0
0,76,0,2,4,3,11803328,80076847,12874641,28026898,40038424,1,0,0,0,28026898,23355748,1,22995976,10243163.0
1,35,1,6,10,8,35937466,736707,23399979,30696127,11531066,0,1,0,1,22688441,18907036,0,4442561,76629095.0
1,33,0,3,6,5,16726685,23258368,36361313,23572683,15567852,0,1,0,0,55876383,30159074,0,30306525,59805313.16801814
1,31,0,5,3,7,20369079,81958410,20516957,38851037,74191091,0,0,0,0,38770430,18818452,0,97766054,27590173.428606868
1,27,1,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,38,0,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,0,3,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,51,0,2,14,3,75386055,11851374,76873775,26692283,22421518,0,1,0,0,58723021,48935851,0,2067121,10045196.0
0,64,0,0,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,1,4,10,6,55417652,10041637,23399979,24289978,27786667,0,0,1,1,44843035,21353827,0,15775586,23350409.0
1,43,0,2,6,4,54127829,36482727,10965282,80599795,27773838,0,1,0,0,86981516,18031215,0,68715594,30705977.427788258
1,21,1,2,10,4,13853294,22861940,46893002,26692283,18577829,0,0,0,0,30028818,93422991,1,72234076,14013449.0
1,24,1,3,5,4,70826246,16516744,29309543,20478285,29824468,0,0,0,0,59275638,54884891,0,24785315,85890917.20485519
1,82,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,51,0,0,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,33,1,3,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,53,0,0,6,1,19833501,81351620,22058109,16442028,46390224,0,0,0,0,47484695,59017514,0,24496965,12690678.879878936
0,50,0,2,9,5,46082053,53340954,23399979,41900792,22505309,0,0,0,0,66023108,4784988,0,58390379,18966861.043844387
1,35,1,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,1,5,10,8,10498143,21941057,23399979,15081141,99695679,0,0,0,1,6406148,10765887,0,33880585,18373188.0
1,61,0,0,4,2,41969036,14351879,22909818,11493927,45709910,0,1,0,0,9999770,7447714,0,41250858,14865933.552455243
0,45,0,4,9,5,16392056,12339468,23399979,24584037,18527450,0,0,0,0,19668142,22759172,0,27463014,12560860.109831631
1,23,1,3,5,4,72589295,16549568,28425094,21408297,27649880,0,0,0,0,61190369,57396837,0,23740216,83762374.36809711
1,24,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,19,0,0,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,36,0,6,1,7,17276265,76236608,19473234,23857065,60963440,0,0,0,1,41935102,13016393,0,97845062,31823373.704194628
1,24,1,5,10,7,12390944,59096716,43241501,13346142,49647648,0,1,0,0,1601537,68065321,0,70105188,63941368.0
1,31,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,20,1,3,10,5,46367291,75912857,48046112,11891412,31566294,0,0,0,1,37369196,31140998,0,54342944,13577475.0
1,41,1,6,7,8,82606287,68545784,11531066,72069163,16816139,1,0,0,0,10676913,88974275,1,87056252,19627724.0
0,50,0,1,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,2,11,4,5033966,53346926,44373689,12373084,86969986,0,0,0,1,39203698,35202433,1,67894068,35546283.44091161
0,61,0,0,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,49,0,2,7,4,24124835,22861940,17074482,27242403,26236776,0,0,0,0,29242931,30787116,0,24980327,31999803.231083937
1,22,1,2,9,4,41264413,18364161,23399979,28691284,28592037,0,0,0,0,30016720,31297380,0,18821933,33353117.108575642
1,31,1,4,9,6,16521257,16095447,23399979,40038424,41880192,0,1,0,0,95024529,28471768,0,19188956,12029322.0
1,24,0,2,10,5,19440486,31880171,79220772,1544650,21708691,0,0,0,0,79424095,31534136,0,9939117,63522315.304343276
1,24,1,3,8,5,31310049,22861940,11583688,12812296,56534256,0,1,0,0,12812296,43374963,0,36434967,56988029.0
1,27,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,0,0,6,2,36973756,17616688,23399979,43756884,47115698,0,0,0,0,46966110,60533280,0,16583697,60533280.773264624
1,30,1,2,10,4,41303146,16335678,32030739,48179574,41736053,0,0,1,1,50181494,79987879,0,21106607,50519592.0
1,24,1,4,10,6,9181321,27741335,29854234,42196560,78669036,0,0,0,0,20871480,19313177,0,60119444,4717206.090349511
1,51,1,2,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,5,9,7,25144131,80076849,20537206,87777567,98414452,0,1,0,0,87777567,45094059,0,74837152,59908276.0
1,30,1,3,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,21,1,3,5,5,18381764,13324788,23399979,44042268,54452257,0,0,0,0,18684598,62281996,0,32074905,80966597.0
1,40,1,0,7,2,41303144,16415755,6406148,40038424,49647646,1,0,0,0,11744605,2099793,1,18270169,85059414.0
1,41,0,6,8,8,30563249,17305880,25864132,19885526,26977803,0,0,0,0,70734304,16404829,0,33448623,84303752.23846072
1,38,1,5,8,7,28912201,44042267,23399979,80076849,13933372,1,0,0,0,10943837,15792935,1,46444572,69177502.0
0,64,0,0,7,1,2033952,22861940,69804512,53384566,3203074,0,1,0,0,53384566,91198641,0,26745667,91198641.0
1,62,0,0,5,2,30620583,31520563,14023995,18457857,60666686,0,0,0,0,28196951,27504298,0,18484188,45914523.897217415
0,74,0,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,18,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,1,3,6,5,8463835,34467826,9495083,6272086,9028740,0,0,0,0,70195403,92939071,0,47509724,24602933.382884882
1,41,0,3,14,4,42650009,34593201,23399979,13879987,11595128,0,0,1,1,19585463,13068097,0,78844751,11730145.0
1,24,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,17,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,1,10,3,29071021,34703060,22236788,66800725,56321465,0,0,0,0,48754608,39305755,0,47406962,39622807.447877645
0,44,0,4,6,6,91741673,22152020,27455103,19907574,42694192,0,0,0,0,16820963,25106407,0,12994191,37145472.68204655
1,38,0,3,8,6,39911120,14183522,26729409,35725406,19764484,0,0,0,0,26231942,18879805,1,55851098,72160361.50063497
1,22,1,2,3,4,41303144,72869934,23399979,24023056,80076847,0,0,0,1,48046112,53384566,0,79402557,28026898.0
1,50,1,2,12,5,34421674,26825745,96092224,62726865,3331197,0,1,0,0,18417675,12945757,0,67653564,44709576.0
1,27,1,2,5,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,51,1,3,9,8,35524435,27065976,12812296,32097469,45643803,0,1,0,1,68332243,44398165,0,6739502,13122816.0
1,45,0,2,9,3,20446922,23942978,23399979,2162075,29468281,0,1,0,1,72869935,10187556,0,45350824,28565191.0
1,35,1,4,9,7,20379537,3692729,1999010,9850941,41534596,0,0,0,0,14849367,13726546,0,30341530,53752175.00645028
1,32,1,5,14,7,23958994,22861940,13779471,23937639,23382441,0,0,0,0,1988575,20575299,0,55513086,60613723.0
1,32,0,4,7,6,86688606,25515819,79418235,15466698,52413062,0,1,0,0,13501231,1885378,0,36723570,13070072.30969659
1,40,0,3,4,8,13518022,16660661,82261981,21051825,23914065,0,0,0,1,63111722,23964781,0,4981902,27244678.02547819
1,37,0,6,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,86,0,0,1,1,82606287,11531066,23399979,36034581,44843035,0,0,0,0,30028818,31363432,0,25397076,33603850.543647975
1,32,1,3,10,5,15677184,36995645,18406475,15343625,87479409,0,0,0,1,39220623,58736824,0,46625620,31293720.715126876
1,18,0,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,48,1,0,1,2,28912201,86162689,23399979,23355746,28026898,0,0,0,1,30028818,10676913,0,87443916,24129824.0
1,26,1,3,11,5,37172832,27146051,23399979,15481524,41639961,1,0,0,0,44042268,330317,1,32064487,81077814.0
1,21,1,1,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,5,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,0,2,9,4,21858374,24295316,23399979,93422985,49375385,0,0,1,1,93689919,18150753,0,54353564,56988022.0
1,19,1,2,6,4,41303144,13372833,23399979,26692283,42280579,1,0,0,1,24023056,21353827,1,18750629,53384566.0
1,58,0,0,1,2,19929549,14461879,23399979,56053796,39718117,0,0,1,1,37369196,31140998,0,35000012,10294324.0
1,33,1,4,10,6,82606287,10730298,23399979,46711493,38116581,0,1,0,0,78742232,10565696,0,12196976,23244529.0
1,44,1,8,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,40,0,0,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,47,1,3,5,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,21,1,2,10,4,12013633,20323505,48046108,80076849,58456101,0,0,1,0,9275569,36979933,0,33922659,54600174.0
1,59,1,2,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,4,6,7,26505453,9689299,23399979,20019212,10650221,0,0,0,0,30028818,31363432,0,12740228,50715337.0
1,33,1,5,7,7,58381232,25704669,23399979,66730708,30909664,0,1,0,0,34699969,28916639,0,89370978,64283919.0
1,46,1,3,8,5,10429825,43113376,32030739,1975229,22485579,0,1,0,1,10943837,30406957,0,61871191,63218445.0
1,26,1,3,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,42,1,6,6,8,25271428,21276280,29752019,18991952,25129435,0,1,0,0,64860548,20830281,0,33859914,84311740.65416113
0,42,0,3,14,4,16521257,11739266,23399979,14547294,11611143,1,0,0,0,40038424,65396094,1,14672621,52717257.0
1,20,1,2,9,4,82606287,13885326,23399979,65396094,92889147,0,0,0,0,16415755,13679796,0,17834386,56387448.0
0,46,0,0,8,1,28912201,40518887,23399979,54051876,23862902,1,0,0,0,16015369,16905112,1,52049951,16905112.0
1,53,1,0,4,3,83646683,26105054,23399979,24023056,18417675,0,1,0,1,82479153,54274311,0,36551721,54274311.0
1,26,1,2,13,4,36350497,32751431,32030739,21433905,26841761,1,0,0,0,24023056,12345181,1,75828381,49821144.0
1,44,1,6,6,8,1169122,12812296,21194893,7420455,19971167,0,1,0,0,16549217,37814072,0,2526501,14711897.0
1,53,1,3,7,6,33861933,16486869,19274093,17764092,69195437,0,1,0,0,26301855,25880348,0,48640000,31029315.719633833
1,67,0,1,5,2,26442254,26513160,11052883,12160708,50280948,0,0,0,0,28494092,28032243,0,24572900,25772451.846208792
1,42,0,3,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,33,0,5,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,51,0,3,6,5,21270988,22800261,30929623,19354042,24252973,1,0,0,0,25927851,15400038,1,3956788,11073020.30474065
1,37,0,1,4,3,28912201,86908247,29139750,15048116,25886085,0,0,0,1,16772999,7996829,0,88935032,40026524.15979637
0,25,0,3,13,5,74520040,52244355,23399979,66730708,16300014,0,0,0,0,22398979,18665815,0,4476946,78864319.66384172
1,33,1,3,10,5,25162625,10922482,3843689,28026898,29147974,0,0,1,1,3203074,58723027,0,38038983,60097679.0
1,35,1,3,10,6,40825528,30669434,23399979,2268844,14413833,0,0,0,1,80076847,66730708,0,7565896,1881806.0
0,65,0,1,10,3,35524435,21941057,3203074,26692283,48046112,0,1,0,0,10676913,54986105,0,6339118,28453974.0
1,29,1,3,12,5,28912201,55973718,23399979,37903042,72389473,0,0,0,0,30028818,31363432,1,64782172,33603850.543647975
1,34,0,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,33,0,4,8,5,81678391,22861940,47855984,10289875,10730298,0,1,0,1,20019212,16682677,0,69642126,13012488.0
1,37,0,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,19,1,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,81,0,1,16,2,28912201,45643803,23399979,66730708,88084536,0,0,0,0,30028818,31363432,0,54452255,33365355.0
1,80,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,57,1,0,8,3,29650484,23893162,38643399,12696417,45163959,0,0,0,0,11759342,85237316,0,31938753,73899891.76860644
1,66,0,0,1,1,42440731,22861940,22562605,12545372,56534257,0,1,0,0,12545373,10454478,0,46444572,10454478.0
1,39,1,8,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,75,0,0,4,2,30810155,20510001,13328956,16337994,54399324,0,0,0,0,30028818,31363432,0,31627225,33603850.543647975
0,48,0,5,9,6,17142671,12235743,23399979,26692283,18097368,1,0,0,0,19351906,21687481,1,29858875,12178354.0
1,61,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,43,0,0,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,1,0,10,4,14200933,46237657,30549016,83865775,5647379,0,0,0,0,11135164,16923231,0,58128136,44476741.24917119
1,45,0,3,5,5,19155424,15551535,42988444,24965127,22187226,0,0,0,1,60335703,12134714,0,19700780,29357759.95129705
1,21,1,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,38,0,3,7,6,23664840,13823265,24342065,27926708,18739676,0,0,0,1,40597817,13922076,0,8730555,41953533.42549425
1,40,0,2,10,3,43026714,13773218,23399979,23008747,58936562,1,0,0,0,20019213,83413382,1,18556351,13428887.0
1,60,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,18,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,1,1,12,3,16127478,22861940,82109283,22688444,14413833,0,1,0,0,22688441,18907036,0,17729015,28582988.0
1,22,1,1,7,3,38424460,19464623,23399979,28171319,36925576,0,0,0,0,27341744,69516111,0,24135731,59797178.91829774
1,37,1,0,1,2,20651573,19522736,23399979,66730708,54452257,0,1,0,0,12144989,80076847,0,26520627,92889147.0
1,30,0,8,14,10,20980135,64061481,21726974,4083252,76713623,0,1,0,1,16329004,11537184,0,13417872,2458971.0
1,39,1,3,7,6,36665372,26877059,17136932,13757947,25835181,0,0,0,0,21183363,54160922,0,42134402,54783885.239351995
1,17,1,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,20,1,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,3,10,5,28912201,32030739,23399979,1601537,49199215,0,0,1,1,30028818,31363432,0,33632275,15801831.0
1,76,0,5,1,7,51428009,14413833,23399979,10409991,98686707,0,0,0,0,80076849,40705733,0,54310773,13813257.0
0,46,1,2,5,4,82606287,17263139,20387120,37347511,6688793,0,1,0,0,14305348,4373642,0,19695952,32733588.140905965
1,35,1,3,9,5,41303144,37556042,23399979,20019212,32030739,0,0,0,0,26692283,2224357,0,42533453,22243569.0
1,25,0,3,10,4,34285342,10105698,80076847,29895358,45964111,1,0,0,0,30028818,31363432,1,44647287,1221172.0
1,25,1,4,10,6,20651573,35393967,24023054,3203074,3411274,0,1,0,1,66063399,35589712,0,37939584,83101974.0
1,17,0,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,3,8,5,34563176,50173397,23399979,69893919,18455904,0,1,0,0,7928818,83135858,0,13112504,18564411.328184247
1,23,1,1,4,3,19464653,18642592,6779628,28653235,29448624,0,0,0,0,76922000,70442258,0,21516981,63700757.90271094
1,78,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,1,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,1,2,10,4,28912201,17696983,23399979,37369194,57975639,0,1,0,0,52717257,21909916,0,18417674,49936814.0
1,60,0,1,1,2,33042515,37475967,23399979,62726867,27706591,0,1,0,0,16015369,15125629,0,87334625,15779589.0
1,26,1,3,8,5,12390944,32030739,23399979,74738393,43305561,0,0,0,0,68065324,46711496,0,44421684,46311111.0
1,26,1,6,4,8,35111401,49327339,19698906,53384566,12652143,0,0,0,0,34699969,26136196,1,40044135,42141556.0
1,24,1,1,10,3,82606287,98494522,23399979,1134422,10970528,1,0,0,0,37369196,20019212,1,11155976,20019212.0
1,37,1,8,10,10,13080371,16816139,23399979,16082102,20819981,1,0,0,1,30028818,31363432,1,14922137,6406148.0
1,32,0,3,5,8,16497920,10533252,88039288,27310572,24896207,0,0,0,1,75773648,23310822,0,12554282,21950821.389097348
1,66,1,0,3,3,24095888,11290836,23399979,10543453,5365149,0,0,0,0,28026898,23355748,1,39630795,66397057.0
0,25,0,0,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,1,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,45,0,2,1,5,26674002,31250599,57412898,20673542,18482666,0,1,0,0,44749946,35970422,0,31485892,68030002.47034426
1,78,1,1,5,3,95902509,16495831,23399979,93422991,89686069,1,0,0,0,1601537,84080696,1,12136694,13212681.0
1,22,1,1,9,3,42860313,13409710,69692845,26879995,51523947,0,0,0,0,32609861,79294714,1,19332451,11985757.001812857
1,19,1,1,10,3,41303144,15775139,23399979,80076847,39557964,0,1,0,1,49380727,7618423,0,22514241,92199602.0
1,28,1,3,9,5,388964,14782187,48046112,13613064,23702747,0,0,0,0,40038424,33365354,0,18880026,76847086.0
0,70,0,0,4,1,96092224,22861940,14537762,33365355,3203074,0,0,0,0,41373043,27804461,0,96092224,27804461.0
1,35,1,6,10,8,44750278,27017929,23399979,37369196,54532333,0,1,0,0,33365355,68176541,0,39052209,17227644.0
1,29,1,2,8,4,25543320,52100339,26089303,17979398,18120969,0,0,0,0,28157436,33246778,0,84149610,37133186.35179487
1,30,1,4,9,6,33042515,24215239,56053795,76073008,53171028,0,0,1,1,2033952,5565341,0,31074902,11588455.0
1,26,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,0,2,8,4,31203810,20928625,14071160,22700260,88084536,0,0,0,0,19041886,18377398,0,34790081,25420150.586385854
1,32,0,3,7,5,28912201,87283768,32030739,10863759,24807808,0,0,1,1,10096356,6646934,0,89686073,48033318.0
1,25,1,0,5,2,26700210,15078259,23399979,48163194,48330841,0,0,0,0,36478208,68675743,0,20235639,72106558.15513915
1,27,0,5,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,0,2,10,3,28912201,62459942,6406148,60057635,33792431,0,0,0,0,40038424,10676913,1,62459942,10143067.0
1,50,1,1,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,50,1,0,1,2,28912201,85792359,23399979,23784368,25866643,0,0,0,0,29600196,12162802,0,87731950,28516626.894046657
1,24,1,2,4,4,16521257,20259444,1601537,24690363,24263285,1,0,0,0,86749923,72291598,1,22632262,63449774.0
1,23,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,6,7,8,6712542,28347205,23399979,66730708,34593201,0,0,0,1,21353827,79187107,0,42426816,37814068.0
1,28,0,3,13,4,28912201,63020483,23399979,14680755,24055086,0,0,1,1,30028818,31363432,0,75832776,20697463.0
1,33,1,2,8,4,65472912,29978008,30294085,5244029,23183543,0,0,0,0,14530995,91212745,0,17929670,35665613.79328826
1,42,0,3,7,5,16570698,17836038,25695300,15993352,22050933,0,0,0,0,23736317,22074341,0,9416680,12764830.594885113
1,33,1,5,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,5,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,60,0,0,5,2,52049953,1601537,46544098,64061475,72069163,0,0,1,1,64061481,21353826,0,18396263,18150753.0
1,48,0,3,8,5,48329670,26603705,17073038,53384566,54500120,0,0,0,0,53384566,39971947,0,11797284,49724756.0234671
1,25,1,0,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,38,0,3,8,4,23358465,50047918,18565095,13422641,47614946,0,1,0,0,15917867,54067740,0,52631253,88868351.93774384
1,27,1,5,10,7,10151259,13532988,23399979,12011527,16736061,0,0,1,1,48046112,40038425,0,1187291,68065319.0
1,29,1,4,9,6,40997882,17008324,14413833,11677875,56294025,0,1,0,1,18017292,64528594,0,64892816,67444725.0
1,25,1,0,10,2,89500557,30429203,23399979,25357668,99455452,0,0,1,1,46711493,58945453,0,12633591,37925286.0
1,25,1,2,10,4,17142671,17072385,23399979,40038425,32030739,0,0,0,0,28026897,48279667,1,34791608,61892729.0
1,25,0,3,10,5,30650531,19124551,23399979,24165316,12199310,0,0,0,0,78227461,62451035,0,24133491,42201835.94274962
1,21,0,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,63,1,3,1,7,1601537,22861940,49474911,6406148,96092218,0,1,0,0,1601537,61392248,0,34605649,19485366.0
1,31,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,2,18,4,57824402,38677118,23399979,13346142,44010239,0,0,0,0,21353827,88796329,1,47822784,10147516.0
1,35,1,6,12,8,41303144,48846878,23399979,21727518,87283764,1,0,0,0,66730708,26914719,1,68992561,49523082.0
1,87,0,0,6,1,69532166,34433044,23399979,53384566,51249185,0,0,0,0,53384566,44487137,0,11117213,44487137.0
1,35,1,1,8,5,71461603,35313892,23399979,46711493,22357456,0,0,0,0,81411467,67842889,1,11037896,4682271.0
1,33,1,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,3,10,5,6677396,51968160,33330139,13346142,66725685,0,0,0,0,16722715,56523243,0,62980444,53558793.46500923
1,27,1,2,17,4,58252081,38190692,23785474,12893098,42845679,0,0,0,0,20972316,88931447,0,46151260,11574403.529326655
1,40,0,2,10,4,57824402,16287631,25624592,66730708,3763612,0,1,0,1,80076847,62193022,0,23511455,93887436.0
1,82,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,19,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,3,11,5,82606287,46571887,23399979,57236914,12730767,0,1,0,0,18822148,12560961,0,6261413,68052070.10276763
1,21,1,1,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,1,4,10,6,21858374,29067896,23399979,1601537,15214602,0,1,0,1,14947679,5850059,0,51887195,74315765.0
1,47,0,1,6,3,26421405,21978341,23399979,25092783,12974282,1,0,0,0,69914432,54963699,1,32118057,39368570.623734586
